0,1,2,time
-0.02603731891302114,0.027781158901838972,0.018839062869202665,1712718087085.0
0.024217153373618246,-0.02356234858893967,-0.02562003938306631,1712718091235.2415
0.012685117978292523,0.02821743331490565,-0.010829975095513486,1712718095385.4827
-0.01067462852878053,0.025712818624741007,0.019582288589174296,1712718099535.724
0.010580049582158132,0.022674471513199117,0.01695209782315452,1712718103685.9656
-0.03087673833669599,0.015088038198700823,-0.010359196180818006,1712718107836.2068
0.016661601884902663,-0.026520334195385326,0.011890038558320812,1712718111986.4482
-0.010657602055295054,0.017067940639573516,0.022571353871053492,1712718116136.6897
-0.017495536532119146,0.027568540923048585,-0.031969578151343006,1712718120286.9312
0.03414035219316995,-0.023490524833456337,0.011491237034961119,1712718124437.1724
0.024195937126040592,-0.021398869379908494,-0.03138160745713861,1712718128587.4138
-0.01817946189165251,-0.014107017913423938,-0.01839057480757408,1712718132737.6553
-0.013626108874750527,-0.018197860339530685,-0.023476493963147396,1712718136887.8965
-0.03379418015147567,-0.02592154200848109,-0.011601418873870064,1712718141038.138
0.03341589551564694,-0.027460360285601858,-0.023515281589483135,1712718145188.3794
-0.030867548187791943,-0.031707531549727164,0.01700250436600192,1712718149338.6206
0.013435773505133593,-0.01983966002516596,-0.02396412175037937,1712718153488.862
-0.027722890898699164,-0.019350826575247164,-0.029369527362874404,1712718157639.1035
0.03353711479383918,-0.02198598423689336,0.032872704749521045,1712718161789.3447
-0.026949823306897665,-0.011195830147093768,0.014267456260741931,1712718165939.5862
-0.028191105093306773,-0.02008309908830154,-0.028037955232668853,1712718170089.8276
0.028989746151822975,-0.017638003168101303,0.025555202131685856,1712718174240.0688
-0.021606874542054507,-0.011610970746436253,0.02289478095933517,1712718178390.3103
-0.032516918911763885,0.01519394334178982,-0.018267169614023856,1712718182540.5518
-0.03259022662060203,0.032398037644258915,-0.03416991411201206,1712718186690.7932
0.0346979409821357,-0.023887872301488464,-0.020077276961301432,1712718190841.0344
0.014963661105197014,-0.010292217299836006,0.022335594924033787,1712718194991.276
-0.03320798696344222,0.03023074335304876,-0.03402887179348932,1712718199141.5173
0.03392722318026752,-0.03317731370551112,-0.020104389591155673,1712718203291.7585
-0.010374326499291377,-0.03171549372629814,0.016293441815587208,1712718207442.0
