0,1,2,time
0.03149548329482327,-0.020220861159360056,0.02405267362268918,1712719479580.0
-0.02328211707809702,-0.017679773983144513,0.01616625230907501,1712719483727.1035
-0.01143077080043182,-0.02421983316298887,-0.020567787928348673,1712719487874.2068
0.030298302269906797,-0.022955047234154508,0.014233606239051668,1712719492021.3103
-0.014504055241787508,0.021153312363176448,-0.01934484524512761,1712719496168.4138
-0.03223458038846306,0.03417284479031631,-0.01852234666553055,1712719500315.5173
0.02405806625575608,-0.033712879159623364,0.026000792978698062,1712719504462.6206
0.018542288482602434,-0.029078155953000312,-0.023152177763982054,1712719508609.724
-0.022049149274220733,-0.030541239393563624,0.01020446470881893,1712719512756.8276
0.03090543493873965,0.03304780683119196,-0.028690850312997507,1712719516903.9312
-0.032518442163835544,0.032667367709595566,-0.024670087970270135,1712719521051.0344
-0.01793826171058875,0.014498140709519899,0.02917871501679349,1712719525198.138
-0.011190075276754599,-0.018611770138183673,-0.0340035369118257,1712719529345.2415
-0.03447893876125496,-0.02454264804012707,0.028883527390783717,1712719533492.3447
0.027888985319194946,0.0180594781249183,0.02224287625312762,1712719537639.4482
-0.010513839204167643,0.024796137247846496,-0.03258456088049315,1712719541786.5518
0.03187647148214694,0.01987912364065015,-0.02061149765901292,1712719545933.6553
-0.026641879888703056,-0.034312435549952156,-0.016658626495620447,1712719550080.7585
0.022459435692230856,-0.030373206988474594,-0.019349530006162838,1712719554227.862
-0.03238774957691357,0.02542618180749062,-0.028539111397250315,1712719558374.9656
0.012119219581172295,-0.021314051659470645,-0.03070949411576153,1712719562522.0688
-0.02665853322700823,-0.03432791430837173,-0.0324115990169948,1712719566669.1724
0.02862006063582153,0.034007578032631,0.023993607871580815,1712719570816.276
0.024216629130503188,0.032577329341849315,-0.025022667675739487,1712719574963.3794
-0.02646395649619457,-0.027234682880205467,0.02377919296055544,1712719579110.4827
0.029944939969515166,-0.015424907909708865,-0.018261728207227504,1712719583257.5862
-0.034708847971594195,-0.01526648407547735,-0.029179645851148232,1712719587404.6897
-0.0234943475169753,-0.030039806199665807,0.013787111651063885,1712719591551.7932
-0.014060346872346332,0.02049609650647783,-0.029742570761343103,1712719595698.8965
-0.012023620356293067,0.025465653143481228,0.014169946450787282,1712719599846.0
